index,size,time,ip
0,236,1647439704.830327000,192.168.10.155
1,650,1647439704.830580000,192.168.10.155
2,74,1647439704.830981000,192.168.10.155
3,97,1647439704.831080000,192.168.10.155
4,-66,1647439704.833695000,13.249.150.146
5,-66,1647439704.833696000,13.249.150.146
6,-74,1647439704.834239000,54.239.168.127
7,66,1647439704.834265000,192.168.10.155
8,583,1647439704.836306000,192.168.10.155
9,-66,1647439704.839992000,54.239.168.127
10,-2922,1647439704.839993000,54.239.168.127
11,66,1647439704.840014000,192.168.10.155
12,-1208,1647439704.844667000,54.239.168.127
13,66,1647439704.844699000,192.168.10.155
14,130,1647439704.850564000,192.168.10.155
15,499,1647439704.850713000,192.168.10.155
16,-97,1647439704.860843000,35.86.38.2
17,-66,1647439704.860843000,35.86.38.2
18,-66,1647439704.860844000,54.239.168.127
19,-66,1647439704.860844000,54.239.168.127
20,-610,1647439704.860845000,54.239.168.127
21,54,1647439704.860890000,192.168.10.155
22,54,1647439704.860924000,192.168.10.155
23,66,1647439704.860944000,192.168.10.155
24,90,1647439704.861186000,192.168.10.155
25,66,1647439704.861207000,192.168.10.155
26,-90,1647439704.861644000,54.239.168.127
27,54,1647439704.861663000,192.168.10.155
28,74,1647439704.863186000,192.168.10.155
29,-74,1647439704.866598000,54.239.168.127
30,66,1647439704.866627000,192.168.10.155
31,583,1647439704.868891000,192.168.10.155
32,-66,1647439704.872605000,54.239.168.127
33,-2922,1647439704.872606000,54.239.168.127
34,66,1647439704.872620000,192.168.10.155
35,-1208,1647439704.875553000,54.239.168.127
36,66,1647439704.875564000,192.168.10.155
37,130,1647439704.878161000,192.168.10.155
38,500,1647439704.878310000,192.168.10.155
39,74,1647439704.882912000,192.168.10.155
40,-66,1647439704.884312000,54.239.168.127
41,-610,1647439704.884313000,54.239.168.127
42,66,1647439704.884330000,192.168.10.155
43,90,1647439704.884559000,192.168.10.155
44,66,1647439704.884574000,192.168.10.155
45,-90,1647439704.885261000,54.239.168.127
46,-74,1647439704.885262000,99.86.218.121
47,54,1647439704.885283000,192.168.10.155
48,66,1647439704.885316000,192.168.10.155
49,282,1647439704.885444000,192.168.10.155
50,74,1647439704.886109000,192.168.10.155
51,-66,1647439704.888324000,99.86.218.121
52,-74,1647439704.888324000,54.239.168.127
53,66,1647439704.888344000,192.168.10.155
54,-2922,1647439704.889461000,99.86.218.121
55,66,1647439704.889468000,192.168.10.155
56,583,1647439704.890343000,192.168.10.155
57,-1109,1647439704.892512000,99.86.218.121
