3025.0,1.4347469,0.56187457,0.8728723
3024.0,1.4360539,0.55671763,0.87933624
3023.0,1.4379424,0.55203307,0.88590926
3026.0,1.4255904,0.54620516,0.8793852
3022.0,1.4398154,0.53106844,0.908747
3027.0,1.4027761,0.5120541,0.89072204
3021.0,1.4468735,0.48558316,0.9612904
3020.0,1.4427398,0.4603288,0.9824111
3028.0,1.3715341,0.4434228,0.9281113
3019.0,1.431417,0.4292359,1.0021812
3018.0,1.4254367,0.40706372,1.018373
3039.0,1.3790133,0.40012527,0.97888803
3035.0,1.3414505,0.39966387,0.9417865
3038.0,1.3615184,0.3994706,0.9620478
3036.0,1.3465523,0.39731365,0.94923866
3037.0,1.355061,0.394705,0.96035606
3034.0,1.3460555,0.38539958,0.96065587
3040.0,1.3880645,0.38407055,1.003994
3017.0,1.4274303,0.379277,1.0481533
3029.0,1.3419387,0.3745424,0.9673964
3016.0,1.4340367,0.36896998,1.0650668
3041.0,1.3985193,0.3646672,1.0338521
3042.0,1.4178169,0.35358194,1.064235
35.0,0.9468658,0.3412673,0.6055985
3033.0,1.3358357,0.33288983,1.0029459
3015.0,1.4468427,0.33070102,1.1161417
3030.0,1.3326974,0.32367694,1.0090204
2942.0,1.4418682,0.3212915,1.1205767
3043.0,1.4418682,0.3212915,1.1205767
2993.0,1.2395345,0.32055742,0.918977
2943.0,1.2395345,0.32055742,0.918977
2992.0,1.2396687,0.31961095,0.9200578
2991.0,1.2392179,0.3183764,0.9208415
2987.0,1.240244,0.31816003,0.922084
2990.0,1.239415,0.31795716,0.92145795
2988.0,1.2397854,0.3179194,0.92186606
2986.0,1.2403357,0.31788284,0.92245287
2989.0,1.2396684,0.31781194,0.9218564
2985.0,1.2400714,0.31657654,0.9234949
2984.0,1.2393275,0.31331715,0.9260104
3032.0,1.3366413,0.31221116,1.0244302
3031.0,1.3292433,0.3116781,1.0175653
2961.0,1.228413,0.31058717,0.9178258
2960.0,1.2284821,0.31012344,0.9183587
2959.0,1.2291676,0.30971062,0.919457
2962.0,1.2281013,0.30872694,0.91937435
2958.0,1.2299591,0.3086719,0.92128724
2957.0,1.2293646,0.30735022,0.9220144
2983.0,1.2389442,0.30729395,0.93165016
2963.0,1.2280655,0.30700004,0.9210654
2956.0,1.2268194,0.3053291,0.92149025
2964.0,1.2283999,0.30513993,0.9232599
2955.0,1.2263529,0.30301958,0.92333335
2954.0,1.2265788,0.3017307,0.92484814
2965.0,1.228739,0.30097654,0.92776245
2953.0,1.2281404,0.300969,0.9271714
2952.0,1.2280414,0.30064452,0.92739695
2982.0,1.2384804,0.30016622,0.9383142
2951.0,1.2307103,0.29832408,0.9323862
2950.0,1.2341592,0.29600424,0.938155
2966.0,1.228823,0.2959688,0.9328541
2949.0,1.2350054,0.29422238,0.94078296
2981.0,1.2373343,0.29354796,0.94378626
2948.0,1.2361829,0.29230636,0.9438765
2967.0,1.2286977,0.29155588,0.9371418
2980.0,1.2366996,0.2901013,0.9465983
2947.0,1.2366807,0.28800756,0.9486731
2979.0,1.2362535,0.28783756,0.94841594
2968.0,1.2282634,0.28643966,0.94182366
2978.0,1.2344762,0.28595057,0.94852567
2977.0,1.2329377,0.2834982,0.94943947
2969.0,1.2279288,0.28126356,0.94666517
3014.0,1.4645435,0.28067607,1.1838675
2976.0,1.232329,0.27976716,0.95256186
2946.0,1.2325104,0.27875572,0.9537547
2975.0,1.2317655,0.27811116,0.9536543
2970.0,1.228061,0.27754357,0.9505174
2971.0,1.2283591,0.27631783,0.9520412
2974.0,1.2309818,0.27628058,0.95470124
2973.0,1.2298577,0.27530393,0.9545537
2972.0,1.2287966,0.2749516,0.953845
2945.0,1.2342623,0.27154285,0.96271944
3013.0,1.4748988,0.26753107,1.2073678
12.0,1.4044863,0.25057253,1.1539139
2.0,1.4044863,0.25057253,1.1539139
2941.0,1.4044863,0.25057253,1.1539139
7.0,1.4017186,0.24964052,1.1520782
2778.0,1.4175172,0.24887364,1.1686435
2755.0,1.4175172,0.24887364,1.1686435
2919.0,1.4052678,0.24554151,1.1597263
2917.0,1.1098772,0.24552342,0.86435384
2814.0,1.1207076,0.24552342,0.87518424
2915.0,1.269567,0.24548481,1.0240822
3012.0,1.4779923,0.2441684,1.2338239
36.0,0.67374736,0.24061966,0.43312773
11.0,1.3275326,0.2351701,1.0923625
1.0,1.3275326,0.2351701,1.0923625
2914.0,1.3275326,0.2351699,1.0923628
2939.0,1.3275326,0.2351699,1.0923628
6.0,1.3274906,0.23472337,1.0927672
