index,wsf,wpf,diff
1,1.3275326720889,0.23517009854957838,1.0923625735393216
2,1.404486335102934,0.2505725339131275,1.1539138011898065
3,1.2515582557237286,0.21798930506975678,1.0335689506539718
4,1.3985717306694398,0.21262698979344918,1.1859447408759907
5,1.398571730669438,0.21262698979345585,1.1859447408759822
6,1.3274905505389663,0.2347233698564244,1.0927671806825419
7,1.4017186705379907,0.24964052151106353,1.1520781490269272
8,1.2513272942529192,0.21776316785807426,1.033564126394845
9,1.3372945885339127,0.09998109206709271,1.23731349646682
10,1.3372945885339151,0.09998109206711447,1.2373134964668007
11,1.3275326720889016,0.23517009854957482,1.0923625735393268
12,1.4044863351029322,0.2505725339131266,1.1539138011898056
13,1.2515582557237268,0.2179893050697559,1.033568950653971
14,0.6688203879981933,0.0031064771113396006,0.6657139108868537
15,1.1896443848442422,0.0031064771161615212,1.1865379077280807
16,0.9080184509951317,0.0031064771073774367,0.9049119738877542
17,0.599420938235689,0.15290217103175863,0.44651876720393036
18,0.6583534887053744,0.04878620669384626,0.6095672820115281
19,1.1682218138217886,0.0436519377895177,1.1245698760322709
20,0.9337280595469846,0.052294444479063174,0.8814336150679214
21,0.33173347440756196,0.10502606401043613,0.22670741039712583
22,0.6404914109194775,0.003106477112337469,0.63738493380714
23,1.1319577430511734,0.003106477102803762,1.1288512659483696
24,0.8924049979646411,0.003106477109510397,0.8892985208551307
25,0.834428246299546,0.21852612115262016,0.6159021251469259
26,0.8532207861634222,0.2034500468573368,0.6497707393060854
27,0.9764742785652989,0.20561516606689656,0.7708591124984023
28,0.7454306451113459,0.20290277737772877,0.5425278677336172
29,0.9314352131570525,0.003106477111162853,0.9283287360458896
30,0.8641295596429854,0.11073826312845192,0.7533912965145335
31,0.8292273706366173,0.11521609353636286,0.7140112771002545
32,0.8934465134804506,0.12700391825543456,0.766442595225016
33,0.9310675701718467,0.04452370176250309,0.8865438684093436
34,0.8708761889486216,0.1556979874345945,0.7151782015140271
35,0.9468658199829321,0.34126728102633797,0.6055985389565941
36,0.6737473821358311,0.24061965545676323,0.43312772667906785
37,0.92716436092218,0.0031064771122251145,0.9240578838099549
38,1.2187059213429405,0.16398956862981606,1.0547163527131245
39,1.1643350026939188,0.1794735879746332,0.9848614147192856
40,1.1648252535256103,0.17962349935697253,0.9852017541686378
41,1.405996903294535,0.1764402959355551,1.2295566073589799
42,1.1855072741509036,0.17142190992396245,1.0140853642269412
43,1.1744027077188703,0.13922184570531826,1.035180862013552
44,0.8281722198706936,0.15623469393491574,0.6719375259357778
45,1.2631406345574883,0.1355875683655805,1.1275530661919078
46,1.1751341030411728,0.1389290254775979,1.036205077563575
47,0.8714695159914854,0.18554308604591618,0.6859264299455692
48,1.264556699118986,0.1352450192396768,1.1293116798793092
49,1.3091788482663431,0.18266598513826082,1.1265128631280823
50,1.1550637857166475,0.16846680706941797,0.9865969786472295
51,1.2747916423397223,0.1402356720153275,1.1345559703243948
52,0.8980178757811865,0.13693313037453203,0.7610847454066545
53,1.1770283636530605,0.14128685298487653,1.035741510668184
54,0.88260959424345,0.20210369225430735,0.6805059019891426
55,0.4074426430884799,0.16509890974142127,0.2423437333470586
56,1.03417153109169,0.10064512398561698,0.9335264071060729
57,1.3573809530535892,0.1376616053519779,1.2197193477016113
58,1.2757090013920922,0.14022854619812142,1.1354804551939708
59,1.0165858647778947,0.12794010541588596,0.8886457593620087
60,0.4316203320308558,0.16546590499015812,0.2661544270406977
61,1.1159089447000485,0.193326054760663,0.9225828899393855
62,1.1797756027121826,0.12039855218394901,1.0593770505282336
63,1.0116755622772367,0.16076437170493163,0.850911190572305
64,1.3577011880743663,0.13722978745496173,1.2204714006194046
65,1.2210421812721388,0.17527500670855511,1.0457671745635837
66,1.1291508357845963,0.16718737038983633,0.96196346539476
67,1.243957762073531,0.14367544165923496,1.100282320414296
68,0.896492983624106,0.1363583944152329,0.7601345892088731
69,1.23809486601338,0.15621403477237683,1.081880831241003
70,0.8640461246385929,0.17178991730407134,0.6922562073345215
71,0.7526002105576213,0.13470904142108964,0.6178911691365316
72,0.9873170845075139,0.11396946743341285,0.873347617074101
73,1.287594460488927,0.1393922224155073,1.1482022380734196
74,0.914570223298214,0.19891106742856923,0.7156591558696448
75,0.8464519447757954,0.1260838482616915,0.7203680965141039
76,0.1513551533059614,0.15102139568785145,0.0003337576181099422
77,0.7965474311398473,0.17944482665232186,0.6171026044875254
78,0.9940711474229902,0.08664705613956691,0.9074240912834233
79,0.7125788854184094,0.15271134375678663,0.5598675416616228
80,0.9141222208519126,0.09035984942297448,0.8237623714289382
81,1.2726221471120955,0.14710637009513405,1.1255157770169615
82,1.2447779660662852,0.14372981906640403,1.1010481469998812
83,0.9393717345047397,0.11639464466418659,0.8229770898405531
84,0.9145921249539781,0.14737959805150425,0.7672125269024739
85,0.9858059564989925,0.10869926370391703,0.8771066927950755
86,0.6618637700794765,0.15858418660990026,0.5032795834695762
87,0.13718195008000889,0.16266656205503516,-0.025484611975026272
88,0.8830302209865439,0.16273694488403434,0.7202932761025096
89,1.0291571387130527,0.17257333956725596,0.8565837991457967
90,1.2050602965655277,0.11565494515367947,1.0894053514118482
91,1.0053601753373766,0.09365434095335434,0.9117058343840223
92,0.6805921409829927,0.161566373305138,0.5190257676778547
93,1.0380738513341403,0.13194017881986397,0.9061336725142763
94,1.2404647994594034,0.113450929539884,1.1270138699195194
95,1.0118210481891445,0.151000603075631,0.8608204451135135
96,1.2735493841084078,0.14769137572111868,1.125858008387289
97,1.1824971414963308,0.16271468227962504,1.0197824592167057
98,1.1083935629214188,0.16308661853030149,0.9453069443911173
99,1.2630855199758853,0.14810204689264372,1.1149834730832415
100,0.8614787115298626,0.15006221097202443,0.7114165005578381
101,1.2034098732791652,0.144213378523542,1.0591964947556232
102,0.8488426595373606,0.1555854020012153,0.6932572575361453
103,0.6457855305415992,0.09451528824069921,0.5512702423008999
104,0.9855771843556496,0.10852263909682902,0.8770545452588205
105,1.2213262278550259,0.1352158578221503,1.0861103700328756
106,0.8884913471267093,0.17976268279713192,0.7087286643295774
107,0.7933174453687042,0.09994862330975662,0.6933688220589476
108,0.4653967146839899,0.12632742899505045,0.33906928568893946
109,0.6824978180641796,0.10116880523808369,0.581329012826096
110,0.9126760588196601,0.09909569024312326,0.8135803685765368
111,0.5746603571678097,0.09301506879052823,0.4816452883772815
112,0.8001301804578809,0.08240443819524002,0.7177257422626409
113,1.2276380904342394,0.13360134234922594,1.0940367480850135
114,0.905363664808239,0.18778275750955853,0.7175809072986805
115,0.6295970632984336,0.11382560890608495,0.5157714543923486
116,0.7076678944366797,0.13252802465351365,0.575139869783166
117,0.6636552928530888,0.08651335883708322,0.5771419340160056
118,0.4544636464079779,0.13857784717906751,0.31588579922891036
119,0.043592640353954604,0.1512577251356162,-0.10766508478166159
