index,size,time,ip
0,236,1649183428.446555000,10.11.219.6
1,648,1649183428.446613000,10.11.219.6
2,97,1649183428.448257000,10.11.219.6
3,-66,1649183428.450032000,18.65.110.227
4,-66,1649183428.450082000,18.65.110.227
5,-97,1649183428.450092000,18.65.110.227
6,66,1649183428.450126000,10.11.219.6
7,-66,1649183428.450414000,18.65.110.227
8,130,1649183428.451131000,10.11.219.6
9,500,1649183428.451587000,10.11.219.6
10,74,1649183428.453541000,10.11.219.6
11,-66,1649183428.454753000,18.65.123.80
12,-66,1649183428.454762000,18.65.123.80
13,-610,1649183428.454765000,18.65.123.80
14,66,1649183428.454769000,10.11.219.6
15,-90,1649183428.454777000,18.65.123.80
16,90,1649183428.454979000,10.11.219.6
17,66,1649183428.454995000,10.11.219.6
18,74,1649183428.456377000,10.11.219.6
19,-74,1649183428.456944000,18.65.116.14
20,66,1649183428.456961000,10.11.219.6
21,282,1649183428.457055000,10.11.219.6
22,-54,1649183428.458989000,18.65.123.80
23,-74,1649183428.460047000,18.65.123.80
24,66,1649183428.460068000,10.11.219.6
25,-66,1649183428.461269000,18.65.116.14
26,-2802,1649183428.461274000,18.65.116.14
27,66,1649183428.461281000,10.11.219.6
28,-1229,1649183428.462230000,18.65.116.14
29,66,1649183428.462237000,10.11.219.6
30,583,1649183428.462560000,10.11.219.6
31,159,1649183428.464531000,10.11.219.6
32,-66,1649183428.465364000,18.65.123.80
33,-2802,1649183428.466630000,18.65.123.80
34,66,1649183428.466643000,10.11.219.6
35,-66,1649183428.469794000,18.65.116.14
36,-1328,1649183428.469802000,18.65.123.80
37,66,1649183428.469809000,10.11.219.6
38,-237,1649183428.469820000,18.65.116.14
39,66,1649183428.469822000,10.11.219.6
40,-135,1649183428.469824000,18.65.116.14
41,66,1649183428.469825000,10.11.219.6
42,243,1649183428.470655000,10.11.219.6
43,375,1649183428.470672000,10.11.219.6
44,104,1649183428.471041000,10.11.219.6
45,130,1649183428.472161000,10.11.219.6
46,494,1649183428.472261000,10.11.219.6
47,-66,1649183428.474479000,18.65.116.14
48,-66,1649183428.474519000,18.65.116.14
49,-104,1649183428.474522000,18.65.116.14
50,66,1649183428.474542000,10.11.219.6
51,-66,1649183428.474565000,18.65.116.14
52,-4170,1649183428.475637000,18.65.116.14
53,66,1649183428.475647000,10.11.219.6
54,-318,1649183428.475658000,18.65.116.14
55,78,1649183428.475662000,10.11.219.6
56,-1434,1649183428.475664000,18.65.116.14
57,66,1649183428.475667000,10.11.219.6
58,-66,1649183428.477278000,18.65.123.80
59,-66,1649183428.477302000,18.65.123.80
60,-5538,1649183428.477309000,18.65.123.80
61,66,1649183428.477334000,10.11.219.6
62,-366,1649183428.477363000,18.65.123.80
63,78,1649183428.477368000,10.11.219.6
64,-1434,1649183428.477372000,18.65.123.80
65,66,1649183428.477376000,10.11.219.6
66,-90,1649183428.477385000,18.65.123.80
67,90,1649183428.478115000,10.11.219.6
68,66,1649183428.478201000,10.11.219.6
69,-54,1649183428.480369000,18.65.123.80
70,74,1649183428.481897000,10.11.219.6
71,-74,1649183428.485781000,18.65.123.80
72,66,1649183428.485865000,10.11.219.6
73,583,1649183428.489557000,10.11.219.6
74,-66,1649183428.494569000,18.65.123.80
75,-2802,1649183428.494578000,18.65.123.80
76,66,1649183428.494584000,10.11.219.6
77,-1328,1649183428.495469000,18.65.123.80
78,66,1649183428.495483000,10.11.219.6
79,130,1649183428.500087000,10.11.219.6
80,495,1649183428.500353000,10.11.219.6
81,-66,1649183428.502936000,18.65.123.80
82,-66,1649183428.502990000,18.65.123.80
83,-642,1649183428.504031000,18.65.123.80
84,66,1649183428.504066000,10.11.219.6
85,-90,1649183428.504113000,18.65.123.80
86,90,1649183428.504519000,10.11.219.6
87,66,1649183428.504548000,10.11.219.6
88,74,1649183428.506412000,10.11.219.6
89,538,1649183428.506775000,10.11.219.6
90,-66,1649183428.507334000,35.82.230.35
91,-54,1649183428.507349000,18.65.123.80
92,-74,1649183428.509297000,18.65.123.80
93,66,1649183428.509314000,10.11.219.6
94,-66,1649183428.509322000,18.65.116.79
95,-1060,1649183428.510419000,18.65.116.79
96,66,1649183428.510425000,10.11.219.6
97,583,1649183428.511387000,10.11.219.6
98,561,1649183428.515056000,10.11.219.6
99,-66,1649183428.515096000,18.65.123.80
100,-2802,1649183428.515106000,18.65.123.80
101,66,1649183428.515112000,10.11.219.6
102,-1328,1649183428.516270000,18.65.123.80
103,66,1649183428.516284000,10.11.219.6
104,-66,1649183428.517364000,18.65.116.79
105,-83,1649183428.518488000,18.65.116.79
106,78,1649183428.518514000,10.11.219.6
107,-1434,1649183428.518548000,18.65.116.79
108,66,1649183428.518556000,10.11.219.6
109,130,1649183428.521556000,10.11.219.6
110,500,1649183428.521777000,10.11.219.6
111,-66,1649183428.527247000,18.65.123.80
112,-66,1649183428.527257000,18.65.123.80
