index,size,time,ip
0,-4170,1649318602.882041000,18.65.123.80
1,66,1649318602.882047000,10.11.219.6
2,-1434,1649318602.882059000,18.65.123.80
3,-11010,1649318602.882198000,18.65.123.80
4,-8274,1649318602.882232000,18.65.123.80
5,66,1649318602.882258000,10.11.219.6
6,-4170,1649318602.884630000,18.65.123.80
7,66,1649318602.884650000,10.11.219.6
8,-2802,1649318602.884859000,18.65.123.80
9,66,1649318602.884866000,10.11.219.6
10,-16482,1649318602.884877000,18.65.123.80
11,-2802,1649318602.884892000,18.65.123.80
12,66,1649318602.884945000,10.11.219.6
13,-8274,1649318602.887311000,18.65.123.80
14,66,1649318602.887351000,10.11.219.6
15,-5538,1649318602.887489000,18.65.123.80
16,-11010,1649318602.887499000,18.65.123.80
17,66,1649318602.887584000,10.11.219.6
18,-5538,1649318602.889782000,18.65.123.80
19,66,1649318602.889792000,10.11.219.6
20,-15114,1649318602.889960000,18.65.123.80
21,-4170,1649318602.889980000,18.65.123.80
22,66,1649318602.890010000,10.11.219.6
23,-8274,1649318602.892679000,18.65.123.80
24,66,1649318602.892691000,10.11.219.6
25,-4170,1649318602.892879000,18.65.123.80
26,66,1649318602.892887000,10.11.219.6
27,-74,1649318602.892899000,18.65.116.118
28,66,1649318602.892918000,10.11.219.6
29,-13746,1649318602.892928000,18.65.123.80
30,66,1649318602.892968000,10.11.219.6
31,284,1649318602.893166000,10.11.219.6
32,-2802,1649318602.895202000,18.65.123.80
33,66,1649318602.895218000,10.11.219.6
34,-7756,1649318602.895244000,18.65.123.80
35,-66,1649318602.895283000,18.65.110.227
36,-4170,1649318602.895292000,18.65.110.227
37,66,1649318602.895299000,10.11.219.6
38,-1217,1649318602.895307000,18.65.110.227
39,66,1649318602.895312000,10.11.219.6
40,66,1649318602.895370000,10.11.219.6
41,-66,1649318602.897280000,18.65.116.118
42,-2802,1649318602.897297000,18.65.116.118
43,66,1649318602.897310000,10.11.219.6
44,-1242,1649318602.898171000,18.65.116.118
45,66,1649318602.898188000,10.11.219.6
46,90,1649318602.899581000,10.11.219.6
47,66,1649318602.899620000,10.11.219.6
48,159,1649318602.901969000,10.11.219.6
49,-54,1649318602.902501000,18.65.123.80
50,-66,1649318602.904635000,18.65.116.118
51,-237,1649318602.904670000,18.65.116.118
52,66,1649318602.904704000,10.11.219.6
53,74,1649318602.909508000,10.11.219.6
54,130,1649318602.909797000,10.11.219.6
55,-66,1649318602.912356000,18.65.110.227
56,-128,1649318602.912366000,18.65.110.227
57,66,1649318602.912374000,10.11.219.6
58,-74,1649318602.912389000,18.65.123.80
59,66,1649318602.912399000,10.11.219.6
60,236,1649318602.941617000,10.11.219.6
61,657,1649318602.941644000,10.11.219.6
62,526,1649318602.941843000,10.11.219.6
63,97,1649318602.942110000,10.11.219.6
64,583,1649318602.943531000,10.11.219.6
65,-66,1649318602.944627000,18.65.110.227
66,-66,1649318602.944643000,18.65.110.227
67,-97,1649318602.944646000,18.65.110.227
68,66,1649318602.944657000,10.11.219.6
69,-66,1649318602.944689000,18.65.110.227
70,-66,1649318602.944693000,18.65.116.118
71,-1048,1649318602.945715000,18.65.116.118
72,66,1649318602.945729000,10.11.219.6
73,-66,1649318602.946693000,18.65.123.80
74,-2802,1649318602.948037000,18.65.123.80
75,66,1649318602.948051000,10.11.219.6
76,-1328,1649318602.949075000,18.65.123.80
77,66,1649318602.949097000,10.11.219.6
78,549,1649318602.952099000,10.11.219.6
79,130,1649318602.954303000,10.11.219.6
80,499,1649318602.954461000,10.11.219.6
81,-66,1649318602.955730000,18.65.116.118
82,-3793,1649318602.955741000,18.65.116.118
83,66,1649318602.955747000,10.11.219.6
84,-66,1649318602.957808000,18.65.123.80
85,-66,1649318602.957820000,18.65.123.80
86,-610,1649318602.959030000,18.65.123.80
87,66,1649318602.959044000,10.11.219.6
88,-90,1649318602.959069000,18.65.123.80
89,90,1649318602.959343000,10.11.219.6
90,66,1649318602.959366000,10.11.219.6
91,74,1649318602.961421000,10.11.219.6
92,-54,1649318602.962222000,18.65.123.80
93,-74,1649318602.966549000,18.65.123.80
94,66,1649318602.966578000,10.11.219.6
95,583,1649318602.968555000,10.11.219.6
96,-66,1649318602.972445000,18.65.123.80
97,-2802,1649318602.972457000,18.65.123.80
98,66,1649318602.972465000,10.11.219.6
99,-1328,1649318602.973420000,18.65.123.80
100,66,1649318602.973436000,10.11.219.6
101,130,1649318602.976367000,10.11.219.6
102,500,1649318602.976510000,10.11.219.6
103,-66,1649318602.979228000,18.65.123.80
104,-66,1649318602.979246000,18.65.123.80
105,-610,1649318602.980360000,18.65.123.80
106,66,1649318602.980371000,10.11.219.6
107,-90,1649318602.980384000,18.65.123.80
108,90,1649318602.980596000,10.11.219.6
109,66,1649318602.980611000,10.11.219.6
110,-54,1649318602.983490000,18.65.123.80
111,74,1649318602.985234000,10.11.219.6
112,-74,1649318602.987825000,18.65.123.80
113,66,1649318602.987856000,10.11.219.6
114,583,1649318602.991966000,10.11.219.6
115,538,1649318602.993322000,10.11.219.6
116,-66,1649318602.995410000,18.65.123.80
117,-1434,1649318602.995419000,18.65.123.80
118,66,1649318602.995424000,10.11.219.6
119,-1434,1649318602.996584000,18.65.123.80
120,66,1649318602.996587000,10.11.219.6
121,-66,1649318602.996594000,18.65.116.118
122,-1060,1649318602.996596000,18.65.116.118
123,-1328,1649318602.997614000,18.65.123.80
124,66,1649318602.997634000,10.11.219.6
125,561,1649318603.000108000,10.11.219.6
126,130,1649318603.001071000,10.11.219.6
127,494,1649318603.001189000,10.11.219.6
128,-83,1649318603.003082000,18.65.116.118
129,78,1649318603.003101000,10.11.219.6
130,-1434,1649318603.003112000,18.65.116.118
131,66,1649318603.003121000,10.11.219.6
132,-66,1649318603.004013000,18.65.123.80
133,-66,1649318603.004024000,18.65.123.80
134,-5538,1649318603.005694000,18.65.123.80
135,66,1649318603.005713000,10.11.219.6
136,-366,1649318603.005730000,18.65.123.80
137,78,1649318603.005735000,10.11.219.6
138,-1434,1649318603.005738000,18.65.123.80
139,66,1649318603.005742000,10.11.219.6
140,-90,1649318603.005745000,18.65.123.80
141,90,1649318603.006020000,10.11.219.6
142,66,1649318603.006051000,10.11.219.6
143,-54,1649318603.009451000,18.65.123.80
144,74,1649318603.009549000,10.11.219.6
145,-74,1649318603.012805000,18.65.123.80
146,66,1649318603.012826000,10.11.219.6
147,583,1649318603.015693000,10.11.219.6
148,-66,1649318603.022196000,18.65.123.80
149,-2802,1649318603.022209000,18.65.123.80
150,66,1649318603.022217000,10.11.219.6
151,-1328,1649318603.022240000,18.65.123.80
152,66,1649318603.022244000,10.11.219.6
153,130,1649318603.027134000,10.11.219.6
154,495,1649318603.027387000,10.11.219.6
155,-66,1649318603.030418000,18.65.123.80
156,-66,1649318603.030429000,18.65.123.80
157,-642,1649318603.030432000,18.65.123.80
158,66,1649318603.030439000,10.11.219.6
159,-90,1649318603.030460000,18.65.123.80
160,90,1649318603.030761000,10.11.219.6
161,66,1649318603.030789000,10.11.219.6
162,-54,1649318603.033489000,18.65.123.80
163,74,1649318603.061767000,10.11.219.6
164,-74,1649318603.068285000,18.65.123.80
165,66,1649318603.068317000,10.11.219.6
166,583,1649318603.072620000,10.11.219.6
167,-66,1649318603.076906000,18.65.123.80
168,-2802,1649318603.078205000,18.65.123.80
169,66,1649318603.078223000,10.11.219.6
170,-1328,1649318603.080184000,18.65.123.80
171,66,1649318603.080210000,10.11.219.6
172,130,1649318603.085644000,10.11.219.6
173,500,1649318603.085946000,10.11.219.6
174,-66,1649318603.088652000,18.65.123.80
175,-66,1649318603.088666000,18.65.123.80
176,-15114,1649318603.092533000,18.65.123.80
177,66,1649318603.092558000,10.11.219.6
178,-1424,1649318603.092578000,18.65.123.80
179,66,1649318603.092582000,10.11.219.6
180,-8274,1649318603.092603000,18.65.123.80
181,66,1649318603.092605000,10.11.219.6
182,-6906,1649318603.094337000,18.65.123.80
183,66,1649318603.094352000,10.11.219.6
184,-6906,1649318603.094379000,18.65.123.80
185,66,1649318603.094382000,10.11.219.6
186,-15114,1649318603.098455000,18.65.123.80
187,66,1649318603.098471000,10.11.219.6
188,-1434,1649318603.098498000,18.65.123.80
189,66,1649318603.098501000,10.11.219.6
190,-8274,1649318603.098554000,18.65.123.80
191,66,1649318603.098560000,10.11.219.6
192,-5538,1649318603.102700000,18.65.123.80
193,66,1649318603.102727000,10.11.219.6
194,-1434,1649318603.102843000,18.65.123.80
195,66,1649318603.102851000,10.11.219.6
196,-2802,1649318603.102860000,18.65.123.80
197,66,1649318603.102866000,10.11.219.6
198,-210,1649318603.102871000,18.65.123.80
199,78,1649318603.102879000,10.11.219.6
200,-1434,1649318603.102896000,18.65.123.80
201,66,1649318603.102903000,10.11.219.6
202,90,1649318603.104022000,10.11.219.6
203,66,1649318603.104171000,10.11.219.6
204,-54,1649318603.106835000,18.65.123.80
205,74,1649318603.107832000,10.11.219.6
206,-74,1649318603.111078000,18.65.123.80
207,66,1649318603.111109000,10.11.219.6
208,583,1649318603.113516000,10.11.219.6
209,-66,1649318603.116405000,18.65.123.80
210,-2802,1649318603.117702000,18.65.123.80
211,66,1649318603.117717000,10.11.219.6
212,-1328,1649318603.118644000,18.65.123.80
213,66,1649318603.118660000,10.11.219.6
214,130,1649318603.122984000,10.11.219.6
215,501,1649318603.123179000,10.11.219.6
216,-66,1649318603.126271000,18.65.123.80
217,-66,1649318603.126282000,18.65.123.80
218,-675,1649318603.127189000,18.65.123.80
219,66,1649318603.127198000,10.11.219.6
220,-90,1649318603.127215000,18.65.123.80
221,90,1649318603.127395000,10.11.219.6
222,66,1649318603.127413000,10.11.219.6
223,74,1649318603.129262000,10.11.219.6
224,-54,1649318603.130315000,18.65.123.80
225,-74,1649318603.134666000,18.65.123.80
226,66,1649318603.134694000,10.11.219.6
