index,size,time,ip
0,583,1649343710.093652000,10.11.219.6
1,284,1649343710.093836000,10.11.219.6
2,-66,1649343710.097086000,13.224.141.44
3,-66,1649343710.097090000,18.65.116.118
4,-2802,1649343710.100303000,13.224.141.44
5,-2802,1649343710.100305000,18.65.116.118
6,-1242,1649343710.100306000,18.65.116.118
7,-1328,1649343710.100307000,13.224.141.44
8,66,1649343710.100340000,10.11.219.6
9,66,1649343710.100383000,10.11.219.6
10,66,1649343710.100399000,10.11.219.6
11,66,1649343710.100404000,10.11.219.6
12,159,1649343710.102434000,10.11.219.6
13,130,1649343710.103467000,10.11.219.6
14,-66,1649343710.105718000,18.65.116.118
15,-237,1649343710.105719000,18.65.116.118
16,66,1649343710.105738000,10.11.219.6
17,-66,1649343710.114351000,162.219.225.115
18,236,1649343710.130034000,10.11.219.6
19,557,1649343710.130062000,10.11.219.6
20,130,1649343710.131912000,10.11.219.6
21,-66,1649343710.132469000,52.89.187.13
22,494,1649343710.132623000,10.11.219.6
23,538,1649343710.132714000,10.11.219.6
24,-66,1649343710.134681000,13.224.141.44
25,-66,1649343710.134682000,13.224.141.44
26,-66,1649343710.136466000,18.65.116.118
27,-5538,1649343710.136467000,13.224.141.44
28,-366,1649343710.136468000,13.224.141.44
29,-1059,1649343710.136468000,18.65.116.118
30,-1434,1649343710.136468000,13.224.141.44
31,66,1649343710.136490000,10.11.219.6
32,78,1649343710.136514000,10.11.219.6
33,66,1649343710.136519000,10.11.219.6
34,66,1649343710.136538000,10.11.219.6
35,-90,1649343710.136551000,13.224.141.44
36,90,1649343710.137013000,10.11.219.6
37,66,1649343710.137036000,10.11.219.6
38,-54,1649343710.140251000,13.224.141.44
39,-66,1649343710.141595000,162.219.225.115
40,-66,1649343710.141596000,162.219.225.115
41,74,1649343710.141908000,10.11.219.6
42,561,1649343710.145075000,10.11.219.6
43,-74,1649343710.145120000,13.224.141.44
44,66,1649343710.145138000,10.11.219.6
45,583,1649343710.147435000,10.11.219.6
46,-125,1649343710.147526000,162.219.225.115
47,66,1649343710.147534000,10.11.219.6
48,97,1649343710.147592000,10.11.219.6
49,-66,1649343710.148626000,18.65.116.118
50,-83,1649343710.149836000,18.65.116.118
51,-1434,1649343710.149836000,18.65.116.118
52,78,1649343710.149845000,10.11.219.6
53,66,1649343710.149859000,10.11.219.6
54,-66,1649343710.151010000,13.224.141.44
55,-2802,1649343710.151011000,13.224.141.44
56,66,1649343710.151026000,10.11.219.6
57,-1328,1649343710.154180000,13.224.141.44
58,66,1649343710.154193000,10.11.219.6
59,130,1649343710.156809000,10.11.219.6
60,495,1649343710.156968000,10.11.219.6
61,-66,1649343710.158471000,162.219.225.115
62,-66,1649343710.160660000,13.224.141.44
63,-66,1649343710.160660000,13.224.141.44
64,-641,1649343710.160660000,13.224.141.44
65,-90,1649343710.160660000,13.224.141.44
66,66,1649343710.160675000,10.11.219.6
67,90,1649343710.160941000,10.11.219.6
68,66,1649343710.160964000,10.11.219.6
69,74,1649343710.163520000,10.11.219.6
70,-54,1649343710.164035000,13.224.141.44
71,-74,1649343710.166077000,13.224.141.44
72,66,1649343710.166098000,10.11.219.6
73,583,1649343710.170129000,10.11.219.6
74,-66,1649343710.173749000,13.224.141.44
75,-2802,1649343710.173751000,13.224.141.44
76,66,1649343710.173774000,10.11.219.6
77,-1328,1649343710.176151000,13.224.141.44
78,66,1649343710.176174000,10.11.219.6
79,130,1649343710.179590000,10.11.219.6
80,500,1649343710.179752000,10.11.219.6
81,-66,1649343710.181697000,13.224.141.44
82,-66,1649343710.185545000,13.224.141.44
83,-2802,1649343710.185546000,13.224.141.44
84,66,1649343710.185565000,10.11.219.6
85,-13736,1649343710.188463000,13.224.141.44
86,66,1649343710.188483000,10.11.219.6
87,-15114,1649343710.188513000,13.224.141.44
88,-6906,1649343710.188523000,13.224.141.44
89,66,1649343710.188526000,10.11.219.6
90,66,1649343710.188537000,10.11.219.6
91,-5538,1649343710.189674000,13.224.141.44
92,66,1649343710.189679000,10.11.219.6
93,-8274,1649343710.191638000,13.224.141.44
94,66,1649343710.191646000,10.11.219.6
95,-17850,1649343710.192845000,13.224.141.44
96,66,1649343710.192850000,10.11.219.6
97,-4314,1649343710.192864000,13.224.141.44
98,66,1649343710.192869000,10.11.219.6
99,90,1649343710.193025000,10.11.219.6
100,66,1649343710.193040000,10.11.219.6
101,-54,1649343710.195758000,13.224.141.44
102,74,1649343710.205051000,10.11.219.6
103,-74,1649343710.208657000,13.224.141.44
104,66,1649343710.208672000,10.11.219.6
105,583,1649343710.211822000,10.11.219.6
106,-66,1649343710.215108000,13.224.141.44
107,-2802,1649343710.216582000,13.224.141.44
108,66,1649343710.216593000,10.11.219.6
109,-1328,1649343710.217383000,13.224.141.44
110,66,1649343710.217394000,10.11.219.6
111,130,1649343710.221893000,10.11.219.6
112,501,1649343710.222058000,10.11.219.6
113,-66,1649343710.223787000,13.224.141.44
114,-66,1649343710.224932000,13.224.141.44
115,-674,1649343710.224932000,13.224.141.44
116,66,1649343710.224948000,10.11.219.6
117,90,1649343710.225164000,10.11.219.6
118,66,1649343710.225183000,10.11.219.6
119,-90,1649343710.225973000,13.224.141.44
120,54,1649343710.225997000,10.11.219.6
121,74,1649343710.227129000,10.11.219.6
122,-74,1649343710.230350000,13.224.141.44
123,66,1649343710.230376000,10.11.219.6
124,583,1649343710.235967000,10.11.219.6
125,-66,1649343710.238951000,13.224.141.44
126,-2802,1649343710.240270000,13.224.141.44
127,66,1649343710.240283000,10.11.219.6
128,-1328,1649343710.242365000,13.224.141.44
129,66,1649343710.242387000,10.11.219.6
130,130,1649343710.246622000,10.11.219.6
131,508,1649343710.246962000,10.11.219.6
132,-66,1649343710.249902000,13.224.141.44
133,-66,1649343710.249903000,13.224.141.44
134,-4102,1649343710.249904000,13.224.141.44
135,66,1649343710.249942000,10.11.219.6
136,90,1649343710.250391000,10.11.219.6
137,66,1649343710.250424000,10.11.219.6
138,-90,1649343710.250610000,13.224.141.44
139,54,1649343710.250635000,10.11.219.6
140,74,1649343710.253640000,10.11.219.6
141,-74,1649343710.256933000,13.224.141.44
142,66,1649343710.256953000,10.11.219.6
143,583,1649343710.259944000,10.11.219.6
144,-66,1649343710.263457000,13.224.141.44
145,-2802,1649343710.264660000,13.224.141.44
146,66,1649343710.264672000,10.11.219.6
147,-1328,1649343710.266753000,13.224.141.44
148,66,1649343710.266780000,10.11.219.6
149,130,1649343710.269977000,10.11.219.6
150,506,1649343710.270134000,10.11.219.6
151,-66,1649343710.271999000,13.224.141.44
152,-66,1649343710.272902000,13.224.141.44
153,-1434,1649343710.272902000,13.224.141.44
154,-86,1649343710.272903000,13.224.141.44
155,-1434,1649343710.272903000,13.224.141.44
156,66,1649343710.272918000,10.11.219.6
157,78,1649343710.272942000,10.11.219.6
158,66,1649343710.272948000,10.11.219.6
159,90,1649343710.273205000,10.11.219.6
160,66,1649343710.273227000,10.11.219.6
161,-90,1649343710.274076000,13.224.141.44
162,54,1649343710.274101000,10.11.219.6
163,74,1649343710.275739000,10.11.219.6
164,-74,1649343710.279459000,13.224.141.44
165,66,1649343710.279505000,10.11.219.6
166,583,1649343710.283832000,10.11.219.6
167,-66,1649343710.286992000,13.224.141.44
168,-2802,1649343710.289252000,13.224.141.44
169,66,1649343710.289267000,10.11.219.6
